catalogNumber,phylum,class,order,suborder,superfamily,family,subfamily,genus,acceptedNameUsage,Occurrence,speciesA,speciesB,country,countryCode,locationRemarks,locality,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,hostPlantFamily,hostPlantLatinName,hostPlantVernacularName,sourceCategory,ownerInstitutionCode,locationAccordingTo,dateIdentified,page,eventDate,eventDate,associatedReferences
NS0614,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Sisteron,30,44.2196,5.9184,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-17,2009-03-17,https://orcid.org/0000-0002-1641-5871
NS0615,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Tallard,30,44.4805,6.0981,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-17,2009-03-17,https://orcid.org/0000-0002-1641-5871
NS0616,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Arles,30,43.7007,4.6599,Rosaceae,Prunus cerasifera Ehrh.,Cherry Plum [uncertain],INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-18,2009-03-18,https://orcid.org/0000-0002-1641-5871
NS0617,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Beaumettes,30,43.8643,5.1638,Rosaceae,Prunus cerasifera Ehrh.,Cherry Plum [uncertain],INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-18,2009-03-18,https://orcid.org/0000-0002-1641-5871
NS0618,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Eyguières,30,43.6917,5.0128,Rosaceae,Prunus cerasifera Ehrh.,Cherry Plum [uncertain],INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-18,2009-03-18,https://orcid.org/0000-0002-1641-5871
NS0619,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Mallemort,30,43.7217,5.1408,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-18,2009-03-18,https://orcid.org/0000-0002-1641-5871
NS0620,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Cahors,30,44.5287,1.5156,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-20,2009-03-20,https://orcid.org/0000-0002-1641-5871
NS0621,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Nespouls,30,45.0567,1.491,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-20,2009-03-20,https://orcid.org/0000-0002-1641-5871
NS0622,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,,Lusignan,30,46.4304,0.1103,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-21,2009-03-21,https://orcid.org/0000-0002-1641-5871
NS0623,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Montgamé,30,46.7347,0.5092,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-21,2009-03-21,https://orcid.org/0000-0002-1641-5871
NS0624,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,,Poitiers,30,46.6207,0.3436,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-21,2009-03-21,https://orcid.org/0000-0002-1641-5871
NS0625,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,Near Angers,Mozé-sur-Louet,30,47.3562,-0.5426,Rosaceae,Crataegus monogyna Jacq.,Common Hawthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-22,2009-03-22,https://orcid.org/0000-0002-1641-5871
NS0626,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,,Argenton,30,46.5751,1.5049,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-23,2009-03-23,https://orcid.org/0000-0002-1641-5871
NS0627,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Combescure,30,44.6787,1.6355,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-23,2009-03-23,https://orcid.org/0000-0002-1641-5871
NS0628,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Orléans,30,47.8773,1.565,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-23,2009-03-23,https://orcid.org/0000-0002-1641-5871
NS0629,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,,Saint-Hilaire,30,45.7107,1.3621,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-03-23,2009-03-23,https://orcid.org/0000-0002-1641-5871
NS0630,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Saint-Jean-de-Buège,30,43.8168,3.5728,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-05,2009-04-05,https://orcid.org/0000-0002-1641-5871
NS0631,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Marvejols,30,44.5191,3.3007,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-09,2009-04-09,https://orcid.org/0000-0002-1641-5871
NS0632,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Marvejols,30,44.5191,3.3007,Pinaceae,Picea abies (L.) H.Karst.,Common Pitch-fir,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-09,2009-04-09,https://orcid.org/0000-0002-1641-5871
NS0633,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Sauveterre,30,44.4066,3.4283,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-09,2009-04-09,https://orcid.org/0000-0002-1641-5871
NS0634,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,,Lusignan,30,46.4304,0.1104,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-12,2009-04-12,https://orcid.org/0000-0002-1641-5871
NS0635,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,France,FR,Re Island,Le Bois-Plage,30,46.187,-1.405,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-17,2009-04-17,https://orcid.org/0000-0002-1641-5871
NS0636,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Etoiles-sur-Rhône,30,44.8373,4.8934,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-21,2009-04-21,https://orcid.org/0000-0002-1641-5871
NS0637,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Etoiles-sur-Rhône,30,44.8373,4.8934,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-04-28,2009-04-28,https://orcid.org/0000-0002-1641-5871
NS0638,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Etoiles-sur-Rhône,30,44.8373,4.8934,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2009-05-04,2009-05-04,https://orcid.org/0000-0002-1641-5871
NS0639,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,Hérault,Grabels,30,43.6598,3.8202,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010,2010,https://orcid.org/0000-0002-1641-5871
NS0640,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,Aveyron,Belvezet,30,43.948,3.2864,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-10,2010-03-10,https://orcid.org/0000-0002-1641-5871
NS0641,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Ludon,30,44.9943,-0.6062,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-19,2010-03-19,https://orcid.org/0000-0002-1641-5871
NS0642,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Eyguières,30,43.6914,5.0127,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-27,2010-03-27,https://orcid.org/0000-0002-1641-5871
NS0643,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,not species B,France,FR,,Mouriès,30,43.6702,4.9339,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-27,2010-03-27,https://orcid.org/0000-0002-1641-5871
NS0644,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,Hérault,Bédarieux,30,43.6028,3.2725,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0645,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,Hérault,Bédarieux,30,43.6045,3.2741,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0646,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,Fraïsse-sur-Agout,Fraïsse,30,43.6063,2.8102,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0647,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,Fraïsse-sur-Agout,Col de Fontfroide,30,43.5995,2.8401,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0648,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Gieussac,30,43.7513,2.727,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0649,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,La Primaube,30,44.2903,2.5799,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0650,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Lacaune,30,43.6992,2.6853,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0651,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Pont-de-Salars,30,44.242,2.8743,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
NS0652,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,species A,species B,France,FR,,Requista,30,44.0649,2.5161,Rosaceae,Prunus spinosa L.,Blackthorn,INRAE,"INRAE, National Research Institute for Agriculture, Food and the Environment (France)",not published INRAE data,,,2010-03-29,2010-03-29,https://orcid.org/0000-0002-1641-5871
